country,governorate,locationtypeend,demandtypeone,tacticprimary,violence,combined_sizes
Egypt,Fayyum,Main road,Politics (national),March,Armed combat,3001.0
Egypt,Fayyum,Government building,Politics (national),Demonstration / protest,None,3001.0
Egypt,Cairo,Government building,Politics (national),Occupation / sit-in,None,31.0
Egypt,Cairo,Government building,Politics (national),March,None,30001.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Damietta,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Damietta,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Giza,Police station,Security,Mass attack or mob,Riot,31.0
Egypt,Sohag,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Asyut,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Asyut,Main road,Politics (national),Funeral march,None,301.0
Egypt,Asyut,Government building,Politics (national),Occupation / sit-in,None,6001.0
Egypt,Luxor,Government building,Politics (national),Demonstration / protest,None,99.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Alexandria,Government building,Politics (national),Roadblock or blockade,None,5.0
Egypt,Qena,Government building,Politics (national),March,None,99.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,31.0
Egypt,Damietta,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Sharqiyya,Midan,Politics (national),March,None,99.0
Egypt,Sharqiyya,Government building,Politics (national),Demonstration / protest,None,3001.0
Egypt,Sharqiyya,Party building,Politics (national),Mass attack or mob,Brawl or gang violence,99.0
Egypt,Sharqiyya,Party building,Politics (national),March,None,99.0
Egypt,Giza,Midan,Politics (national),Demonstration / protest,None,99.0
Egypt,Cairo,Main road,Human rights / civic freedoms,Demonstration / protest,None,31.0
Egypt,Cairo,Government building,Politics (national),Occupation / sit-in,None,31.0
Egypt,Cairo,Main road,Politics (national),March,None,99.0
Egypt,Alexandria,Main road,Politics (national),March,Armed combat,201.0
Egypt,Alexandria,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Alexandria,Main road,Politics (national),Mass attack or mob,Brawl or gang violence,99.0
Egypt,Cairo,Main road,Politics (national),March,None,99.0
Egypt,Cairo,Main road,Politics (national),March,None,99.0
Egypt,Giza,Midan,Politics (national),Mass attack or mob,Brawl or gang violence,99.0
Egypt,Giza,Midan,Politics (national),March,Armed combat,99.0
Egypt,Suez,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Menoufiyya,Main road,Politics (national),March,None,301.0
Egypt,SouthSinai,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,PortSaid,Mosque,Politics (national),Demonstration / protest,None,301.0
Egypt,PortSaid,Mosque,Politics (national),Demonstration / protest,Riot,301.0
Egypt,Menoufiyya,Government building,Politics (national),Strike,None,99.0
Egypt,Menoufiyya,Infrastructure,Politics (national),Roadblock or blockade,None,99.0
Egypt,Qalyubiyya,Party building,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Qalyubiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Qalyubiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Qalyubiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Qalyubiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Qalyubiyya,Main road,Politics (national),March,Brawl or gang violence,99.0
Egypt,BeniSouef,School,Politics (national),Mass attack or mob,Brawl or gang violence,99.0
Egypt,BeniSouef,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Beheira,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Damietta,Midan,Politics (national),Demonstration / protest,None,3001.0
Egypt,Damietta,Midan,Politics (national),March,None,99.0
Egypt,Damietta,Main road,Politics (national),Demonstration / protest,None,99.0
Egypt,Giza,Main road,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,Dakhaliyya,Main road,Politics (national),Demonstration / protest,None,99.0
Egypt,Gharbiyya,Government building,Politics (national),Strike,None,99.0
Egypt,Gharbiyya,Midan,Politics (national),Demonstration / protest,None,300001.0
Egypt,Fayyum,Midan,Politics (national),Demonstration / protest,None,99.0
Egypt,Giza,Midan,Politics (national),March,Riot,3001.0
Egypt,Giza,Main road,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,Giza,Main road,Politics (national),Demonstration / protest,Armed combat,99.0
Egypt,Cairo,Main road,Politics (national),March,None,99.0
Egypt,Cairo,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,RedSea,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Giza,Main road,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,Ismailia,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Ismailia,Midan,Politics (national),March,Armed combat,99.0
Egypt,KafralSheikh,Midan,Politics (national),March,Riot,2901.0
Egypt,KafralSheikh,Midan,Politics (national),Demonstration / protest,Riot,301.0
Egypt,KafralSheikh,Main road,Politics (national),Demonstration / protest,None,99.0
Egypt,Minia,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Minia,Midan,Politics (national),Occupation / sit-in,Riot,99.0
Egypt,Minia,Midan,Politics (national),March,Brawl or gang violence,99.0
Egypt,Asyut,Mosque,Politics (national),March,None,6001.0
Egypt,Matruh,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Menoufiyya,Government building,Politics (national),March,None,31.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Sharqiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Sharqiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Cairo,Main road,Politics (national),March,None,31.0
Egypt,Alexandria,Main road,Politics (national),March,Riot,501.0
Egypt,Alexandria,Midan,Politics (national),Demonstration / protest,None,99.0
Egypt,BeniSouef,Party building,Politics (national),March,None,99.0
Egypt,Cairo,Midan,Politics (national),Demonstration / protest,None,3001.0
Egypt,Cairo,Midan,Politics (national),March,None,1501.0
Egypt,Cairo,Midan,Politics (national),March,None,301.0
Egypt,Qena,Midan,Politics (national),Demonstration / protest,None,501.0
Egypt,Qena,Midan,Politics (national),Demonstration / protest,None,301.0
Egypt,Menoufiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Menoufiyya,Police station,Politics (national),Demonstration / protest,None,99.0
Egypt,Menoufiyya,Factory or industrial site,Politics (national),Strike,None,99.0
Egypt,Menoufiyya,School,Politics (national),Mass attack or mob,Riot,31.0
Egypt,Qalyubiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Alexandria,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Sohag,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Menoufiyya,Government building,Politics (national),March,None,99.0
Egypt,Gharbiyya,Cannot be determined,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Gharbiyya,Mosque,Politics (national),Demonstration / protest,None,99.0
Egypt,Giza,Main road,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,Giza,Main road,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,Sharqiyya,Main road,Politics (national),Demonstration / protest,None,99.0
Egypt,Cairo,Main road,Politics (national),March,None,99.0
Egypt,Minia,Main road,Politics (national),Mass attack or mob,Riot,99.0
Egypt,Matruh,Cannot be determined,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,Giza,Cannot be determined,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,Gharbiyya,Cannot be determined,Politics (national),Demonstration / protest,None,300001.0
Egypt,BeniSouef,Cannot be determined,Politics (national),March,None,99.0
Egypt,Ismailia,Cannot be determined,Politics (national),March,None,99.0
Egypt,BeniSouef,Cannot be determined,Politics (national),March,None,99.0
Egypt,Alexandria,Midan,Politics (national),Demonstration / protest,None,31.0
Egypt,BeniSouef,Cannot be determined,Politics (national),March,None,301.0
Egypt,Suez,Midan,Politics (national),March,None,31.0
Egypt,PortSaid,Government building,Politics (national),Strike,None,29901.0
Egypt,Matruh,Cannot be determined,Politics (national),March,Riot,99.0
Egypt,NewValley,Midan,Politics (national),March,None,99.0
Egypt,NewValley,Mosque,Politics (national),Demonstration / protest,None,31.0
Egypt,Menoufiyya,Main road,Politics (national),Roadblock or blockade,None,31.0
Egypt,Menoufiyya,Main road,Politics (national),Roadblock or blockade,None,31.0
Egypt,SouthSinai,Cannot be determined,Politics (national),Demonstration / protest,None,99.0
Egypt,SouthSinai,Government building,Politics (national),Demonstration / protest,None,301.0
Egypt,Menoufiyya,Other,Politics (national),Mass attack or mob,Riot,5.0
Egypt,Menoufiyya,Party building,Politics (national),Mass attack or mob,Riot,5.0
Egypt,Menoufiyya,Infrastructure,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Main road,Politics (national),Roadblock or blockade,None,301.0
Egypt,Menoufiyya,Infrastructure,Politics (national),Roadblock or blockade,None,301.0
Egypt,Asyut,Cannot be determined,Politics (national),Mass attack or mob,Armed combat,301.0
Egypt,Asyut,Cannot be determined,Politics (national),Mass attack or mob,Armed combat,301.0
Egypt,Aswan,Main road,Politics (national),Roadblock or blockade,Riot,99.0
Egypt,Qalyubiyya,Cannot be determined,Politics (national),Demonstration / protest,None,301.0
Egypt,BeniSouef,Cannot be determined,Politics (national),March,None,99.0
Egypt,Cairo,Government building,Politics (national),Strike,None,-6.0
Egypt,Matruh,Cannot be determined,Politics (national),March,Riot,99.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Beheira,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Damietta,Party building,Politics (national),Mass attack or mob,Brawl or gang violence,99.0
Egypt,Damietta,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Damietta,Midan,Politics (national),March,None,3001.0
Egypt,Damietta,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,NorthSinai,Government building,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,NorthSinai,Midan,Politics (national),March,None,99.0
Egypt,Gharbiyya,Other,Politics (national),Mass attack or mob,Riot,31.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Infrastructure,Politics (national),Roadblock or blockade,None,99.0
Egypt,Dakhaliyya,Main road,Politics (national),Demonstration / protest,Armed combat,901.0
Egypt,Dakhaliyya,Midan,Politics (national),March,None,3001.0
Egypt,Damietta,Cannot be determined,Politics (national),March,None,99.0
Egypt,RedSea,Main road,Politics (national),March,None,99.0
Egypt,RedSea,Midan,Politics (national),March,Brawl or gang violence,3001.0
Egypt,RedSea,Midan,Politics (national),March,Riot,99.0
Egypt,RedSea,Midan,Politics (national),Demonstration / protest,Riot,99.0
Egypt,Ismailia,Government building,Politics (national),March,None,99.0
Egypt,Beheira,Cannot be determined,Politics (national),March,Armed combat,901.0
Egypt,Beheira,Cannot be determined,Politics (national),March,Armed combat,9901.0
Egypt,Gharbiyya,Infrastructure,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Government building,Politics (national),Roadblock or blockade,None,99.0
Egypt,Gharbiyya,Main road,Politics (national),Roadblock or blockade,None,99.0
Egypt,Damietta,Cannot be determined,Politics (national),March,None,99.0
Egypt,Minia,Cannot be determined,Politics (national),March,Armed combat,99.0
Egypt,Minia,Government building,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,Minia,Midan,Politics (national),March,None,3001.0
Egypt,Asyut,Midan,Politics (national),Roadblock or blockade,Armed combat,301.0
Egypt,Beheira,Cannot be determined,Politics (national),March,Riot,99.0
Egypt,Minia,Cannot be determined,Politics (national),March,Riot,99.0
Egypt,Minia,Cannot be determined,Politics (national),March,None,99.0
Egypt,Minia,Cannot be determined,Politics (national),March,None,99.0
Egypt,Minia,Midan,Politics (national),March,Riot,99.0
Egypt,Minia,Midan,Politics (national),March,Riot,99.0
Egypt,Minia,Cannot be determined,Politics (national),March,None,99.0
Egypt,Minia,Cannot be determined,Politics (national),March,None,99.0
Egypt,RedSea,Main road,Politics (national),March,None,99.0
Egypt,Matruh,Main road,Politics (national),March,None,701.0
Egypt,Alexandria,Cannot be determined,Politics (national),March,Riot,99.0
Egypt,Cairo,Government building,Politics (national),Occupation / sit-in,None,31.0
Egypt,Dakhaliyya,Party building,Politics (national),Mass attack or mob,Riot,301.0
Egypt,Dakhaliyya,Main road,Politics (national),March,Riot,3001.0
Egypt,Dakhaliyya,Main road,Politics (national),March,Brawl or gang violence,301.0
Egypt,Alexandria,Cannot be determined,Politics (national),Roadblock or blockade,Riot,99.0
Egypt,Alexandria,Main road,Politics (national),Demonstration / protest,Armed combat,3901.0
Egypt,BeniSouef,Cannot be determined,Politics (national),March,None,99.0
Egypt,PortSaid,Main road,Politics (national),March,None,99.0
Egypt,Qena,Main road,Politics (national),Mass attack or mob,Armed combat,99.0
Egypt,RedSea,Main road,Politics (national),March,None,99.0
Egypt,Menoufiyya,Main road,Politics (national),Roadblock or blockade,None,31.0
Egypt,RedSea,Main road,Politics (national),March,None,99.0
